Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2017,MARKETING YEAR,,STATE,ALABAMA,1,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"2,072,300,000",
SURVEY,2017,MARKETING YEAR,,STATE,ARKANSAS,5,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"3,431,000,000",
SURVEY,2017,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"3,759,600,000",
SURVEY,2017,MARKETING YEAR,,STATE,COLORADO,8,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"1,414,500,000",
SURVEY,2017,MARKETING YEAR,,STATE,FLORIDA,12,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"2,095,700,000",
SURVEY,2017,MARKETING YEAR,,STATE,GEORGIA,13,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"5,010,600,000",
SURVEY,2017,MARKETING YEAR,,STATE,ILLINOIS,17,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"1,500,400,000",
SURVEY,2017,MARKETING YEAR,,STATE,INDIANA,18,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"9,869,700,000",
SURVEY,2017,MARKETING YEAR,,STATE,IOWA,19,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"16,155,200,000",
SURVEY,2017,MARKETING YEAR,,STATE,KENTUCKY,21,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"1,360,500,000",
SURVEY,2017,MARKETING YEAR,,STATE,LOUISIANA,22,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"480,800,000",
SURVEY,2017,MARKETING YEAR,,STATE,MARYLAND,24,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"840,100,000",
SURVEY,2017,MARKETING YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"40,200,000",
SURVEY,2017,MARKETING YEAR,,STATE,MICHIGAN,26,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"4,225,500,000",
SURVEY,2017,MARKETING YEAR,,STATE,MINNESOTA,27,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"3,070,700,000",
SURVEY,2017,MARKETING YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"1,392,800,000",
SURVEY,2017,MARKETING YEAR,,STATE,MISSOURI,29,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"3,146,300,000",
SURVEY,2017,MARKETING YEAR,,STATE,MONTANA,30,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"153,800,000",
SURVEY,2017,MARKETING YEAR,,STATE,NEBRASKA,31,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"2,489,100,000",
SURVEY,2017,MARKETING YEAR,,STATE,NEW YORK,36,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"1,717,800,000",
SURVEY,2017,MARKETING YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"3,956,200,000",
SURVEY,2017,MARKETING YEAR,,STATE,OHIO,39,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"9,754,600,000",
SURVEY,2017,MARKETING YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"691,800,000",
SURVEY,2017,MARKETING YEAR,,STATE,OREGON,41,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"744,600,000",
SURVEY,2017,MARKETING YEAR,,STATE,OTHER STATES,,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"4,967,500,000",
SURVEY,2017,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"8,337,300,000",
SURVEY,2017,MARKETING YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"1,068,300,000",
SURVEY,2017,MARKETING YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"784,300,000",
SURVEY,2017,MARKETING YEAR,,STATE,TENNESSEE,47,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"376,600,000",
SURVEY,2017,MARKETING YEAR,,STATE,TEXAS,48,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"5,820,300,000",
SURVEY,2017,MARKETING YEAR,,STATE,UTAH,49,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"1,512,900,000",
SURVEY,2017,MARKETING YEAR,,STATE,VERMONT,50,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"46,100,000",
SURVEY,2017,MARKETING YEAR,,STATE,VIRGINIA,51,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"716,000,000",
SURVEY,2017,MARKETING YEAR,,STATE,WASHINGTON,53,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"2,103,700,000",
SURVEY,2017,MARKETING YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"274,700,000",
SURVEY,2017,MARKETING YEAR,,STATE,WISCONSIN,55,,,,,,,0,,EGGS,"EGGS - PRODUCTION, MEASURED IN EGGS",TOTAL,NOT SPECIFIED,"1,860,100,000",
SURVEY,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,TURKEYS,"TURKEYS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"587,050,000",
SURVEY,2017,YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,TURKEYS,"TURKEYS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"319,700,000",
SURVEY,2017,YEAR,,STATE,INDIANA,18,,,,,,,0,,TURKEYS,"TURKEYS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"792,000,000",
SURVEY,2017,YEAR,,STATE,IOWA,19,,,,,,,0,,TURKEYS,"TURKEYS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"484,800,000",
SURVEY,2017,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,TURKEYS,"TURKEYS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"206,040,000",
SURVEY,2017,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,TURKEYS,"TURKEYS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,058,400,000",
SURVEY,2017,YEAR,,STATE,MISSOURI,29,,,,,,,0,,TURKEYS,"TURKEYS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"614,200,000",
SURVEY,2017,YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,TURKEYS,"TURKEYS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,144,000,000",
SURVEY,2017,YEAR,,STATE,OHIO,39,,,,,,,0,,TURKEYS,"TURKEYS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"280,730,000",
SURVEY,2017,YEAR,,STATE,OTHER STATES,,,,,,,,0,,TURKEYS,"TURKEYS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"972,621,000",
SURVEY,2017,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,TURKEYS,"TURKEYS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"204,750,000",
SURVEY,2017,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,TURKEYS,"TURKEYS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"176,300,000",
SURVEY,2017,YEAR,,STATE,UTAH,49,,,,,,,0,,TURKEYS,"TURKEYS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"134,160,000",
SURVEY,2017,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,TURKEYS,"TURKEYS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"458,640,000",
SURVEY,2017,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,TURKEYS,"TURKEYS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"111,000,000",